Name,Total Time,Total Time (CPU),Hits
            Self time,0.0 ms (0%),0.0 ms (0%),1
           Self time,0.0 ms (0%),0.0 ms (0%),1
          Self time,0.0 ms (0%),0.0 ms (0%),1
         Self time,0.0 ms (0%),0.0 ms (0%),1
        Self time,0.0 ms (0%),0.0 ms (0%),1
       Self time,0.0 ms (0%),0.0 ms (0%),1
      Self time,0.0 ms (0%),0.0 ms (0%),1
     Self time,0.0 ms (0%),0.0 ms (0%),1
    Self time,0.0 ms (0%),0.0 ms (0%),1
   Self time,0.0 ms (0%),0.0 ms (0%),1
  Self time,0.0 ms (0%),0.0 ms (0%),1
http-nio-8080-exec-10,"75,998 ms (-0%)",109 ms (-0%),1
 java.lang.Thread.run (),"75,998 ms (-0%)",109 ms (-0%),1
  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run (),"75,998 ms (-0%)",109 ms (-0%),1
   java.util.concurrent.ThreadPoolExecutor$Worker.run (),"75,998 ms (-0%)",109 ms (-0%),1
    java.util.concurrent.ThreadPoolExecutor.runWorker (),"75,998 ms (-0%)",109 ms (-0%),1
     java.util.concurrent.ThreadPoolExecutor.getTask (),"75,780 ms (-0%)",0.0 ms (0%),3
      org.apache.tomcat.util.threads.TaskQueue.take (),"75,780 ms (-0%)",0.0 ms (0%),3
       org.apache.tomcat.util.threads.TaskQueue.take (),"75,780 ms (-0%)",0.0 ms (0%),3
        java.util.concurrent.LinkedBlockingQueue.take (),"75,780 ms (-0%)",0.0 ms (0%),3
        Self time,0.0 ms (0%),0.0 ms (0%),3
       Self time,0.0 ms (0%),0.0 ms (0%),3
      Self time,0.0 ms (0%),0.0 ms (0%),3
     org.apache.tomcat.util.net.SocketProcessorBase.run (),217 ms (-0%),109 ms (-0%),2
      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun (),217 ms (-0%),109 ms (-0%),2
       org.apache.coyote.AbstractProtocol$ConnectionHandler.process (),217 ms (-0%),109 ms (-0%),2
        org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.registerReadInterest (),109 ms (-0%),109 ms (-0%),1
         org.apache.tomcat.util.net.NioEndpoint$Poller.add (),109 ms (-0%),109 ms (-0%),1
          org.apache.tomcat.util.net.NioEndpoint$Poller.addEvent (),109 ms (-0%),109 ms (-0%),1
           sun.nio.ch.WindowsSelectorImpl.wakeup (),109 ms (-0%),109 ms (-0%),1
           Self time,0.0 ms (0%),0.0 ms (0%),1
          Self time,0.0 ms (0%),0.0 ms (0%),1
         Self time,0.0 ms (0%),0.0 ms (0%),1
        org.apache.coyote.AbstractProcessorLight.process (),108 ms (-0%),0.0 ms (0%),1
         org.apache.coyote.http11.Http11Processor.service (),108 ms (-0%),0.0 ms (0%),1
          org.apache.catalina.connector.CoyoteAdapter.service (),108 ms (-0%),0.0 ms (0%),1
           org.apache.catalina.core.StandardEngineValve.invoke (),108 ms (-0%),0.0 ms (0%),1
            org.apache.catalina.valves.ErrorReportValve.invoke (),108 ms (-0%),0.0 ms (0%),1
             org.apache.catalina.core.StandardHostValve.invoke (),108 ms (-0%),0.0 ms (0%),1
              org.apache.catalina.authenticator.AuthenticatorBase.invoke (),108 ms (-0%),0.0 ms (0%),1
               org.apache.catalina.core.StandardContextValve.invoke (),108 ms (-0%),0.0 ms (0%),1
                org.apache.catalina.core.StandardWrapperValve.invoke (),108 ms (-0%),0.0 ms (0%),1
                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),108 ms (-0%),0.0 ms (0%),1
                   org.springframework.web.filter.OncePerRequestFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal (),108 ms (-0%),0.0 ms (0%),1
                     org.apache.catalina.core.ApplicationFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),108 ms (-0%),0.0 ms (0%),1
                       org.springframework.web.filter.OncePerRequestFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                        org.springframework.web.filter.FormContentFilter.doFilterInternal (),108 ms (-0%),0.0 ms (0%),1
                         org.apache.catalina.core.ApplicationFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),108 ms (-0%),0.0 ms (0%),1
                           org.springframework.web.filter.OncePerRequestFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                            org.springframework.web.filter.RequestContextFilter.doFilterInternal (),108 ms (-0%),0.0 ms (0%),1
                             org.apache.catalina.core.ApplicationFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),108 ms (-0%),0.0 ms (0%),1
                               org.springframework.web.filter.DelegatingFilterProxy.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate (),108 ms (-0%),0.0 ms (0%),1
                                 org.springframework.security.web.FilterChainProxy.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                  org.springframework.security.web.FilterChainProxy.doFilterInternal (),108 ms (-0%),0.0 ms (0%),1
                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                    org.springframework.web.filter.OncePerRequestFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal (),108 ms (-0%),0.0 ms (0%),1
                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                         org.springframework.web.filter.OncePerRequestFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal (),108 ms (-0%),0.0 ms (0%),1
                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter (),108 ms (-0%),0.0 ms (0%),1
                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                               org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter (),108 ms (-0%),0.0 ms (0%),1
                                                org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter.attemptAuthentication (),108 ms (-0%),0.0 ms (0%),1
                                                 org.springframework.security.authentication.ProviderManager.authenticate (),108 ms (-0%),0.0 ms (0%),1
                                                  org.springframework.security.authentication.ProviderManager.authenticate (),108 ms (-0%),0.0 ms (0%),1
                                                   org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider.authenticate (),108 ms (-0%),0.0 ms (0%),1
                                                    org.springframework.security.authentication.dao.DaoAuthenticationProvider.retrieveUser (),108 ms (-0%),0.0 ms (0%),1
                                                     com.example.vvs.webapp.service.UserServiceImplementation.loadUserByUsername (),108 ms (-0%),0.0 ms (0%),1
                                                      com.sun.proxy.$Proxy64.findByEmail (),108 ms (-0%),0.0 ms (0%),1
                                                       org.springframework.aop.framework.JdkDynamicAopProxy.invoke (),108 ms (-0%),0.0 ms (0%),1
                                                        org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection (),108 ms (-0%),0.0 ms (0%),1
                                                         java.lang.reflect.Method.invoke (),108 ms (-0%),0.0 ms (0%),1
                                                          jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke (),108 ms (-0%),0.0 ms (0%),1
                                                           jdk.internal.reflect.NativeMethodAccessorImpl.invoke (),108 ms (-0%),0.0 ms (0%),1
                                                            jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] (),108 ms (-0%),0.0 ms (0%),1
                                                             com.sun.proxy.$Proxy96.findByEmail (),108 ms (-0%),0.0 ms (0%),1
                                                              org.springframework.aop.framework.JdkDynamicAopProxy.invoke (),108 ms (-0%),0.0 ms (0%),1
                                                               org.springframework.aop.framework.ReflectiveMethodInvocation.proceed (),108 ms (-0%),0.0 ms (0%),1
                                                                org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke (),108 ms (-0%),0.0 ms (0%),1
                                                                 org.springframework.aop.framework.ReflectiveMethodInvocation.proceed (),108 ms (-0%),0.0 ms (0%),1
                                                                  org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$CrudMethodMetadataPopulatingMethodInterceptor.invoke (),108 ms (-0%),0.0 ms (0%),1
